Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,
BJ Rohrer,2013-2013,1,1,0,32,32,32.00,27,118.51,0,0,0,4,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
Aman Hakim Khan,2023-2023,5,4,0,31,16,7.75,37,83.78,0,0,1,2,2,
(Delhi Capitals),,,,,,,,,,,,,,,
MV Boucher,2008-2008,1,1,1,31,31*,-,17,182.35,0,0,0,2,2,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
LR Shukla,2012-2014,4,3,0,31,21,10.33,38,81.57,0,0,1,2,1,
"(Delhi Daredevils, Kolkata Knight Riders)",,,,,,,,,,,,,,,
B Chipli,2011-2012,2,2,2,30,25*,-,20,150.00,0,0,0,3,1,
(Deccan Chargers),,,,,,,,,,,,,,,
UT Khawaja,2016-2016,1,1,0,30,30,30.00,27,111.11,0,0,0,2,1,
(Rising Pune Supergiants),,,,,,,,,,,,,,,
NLTC Perera,2013-2016,4,4,1,30,14*,10.00,21,142.85,0,0,0,1,3,
"(Kings XI Punjab, Rising Pune Supergiants, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
AB Agarkar,2010-2013,10,5,2,29,17,9.66,29,100.00,0,0,1,1,0,
"(Delhi Daredevils, Kolkata Knight Riders)",,,,,,,,,,,,,,,
DJG Sammy,2013-2013,1,1,0,29,29,29.00,21,138.09,0,0,0,0,3,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
SB Styris,2008-2008,1,1,0,29,29,29.00,28,103.57,0,0,0,2,0,
(Deccan Chargers),,,,,,,,,,,,,,,
MN Samuels,2017-2017,4,3,0,28,27,9.33,27,103.70,0,0,1,1,2,
(Delhi Daredevils),,,,,,,,,,,,,,,
MM Sharma,2013-2025,8,4,1,28,15,9.33,23,121.73,0,0,1,2,1,
"(Chennai Super Kings, Delhi Capitals, Gujarat Titans, Kings XI Punjab)",,,,,,,,,,,,,,,
DC Jurel,2025-2025,1,1,0,26,26,26.00,17,152.94,0,0,0,0,2,
(Rajasthan Royals),,,,,,,,,,,,,,,
Rahmanullah Gurbaz,2025-2025,1,1,0,26,26,26.00,12,216.66,0,0,0,5,1,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
D Salunkhe,2008-2008,1,1,1,26,26*,-,20,130.00,0,0,0,4,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
RA Tripathi,2017-2023,3,3,0,26,10,8.66,20,130.00,0,0,0,2,1,
"(Rajasthan Royals, Rising Pune Supergiant, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
SB Dubey,2024-2025,2,1,0,25,25,25.00,12,208.33,0,0,0,2,2,
(Rajasthan Royals),,,,,,,,,,,,,,,
CA Lynn,2018-2019,2,2,0,25,20,12.50,24,104.16,0,0,0,4,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
MD Mishra,2010-2010,1,1,0,25,25,25.00,19,131.57,0,0,0,2,1,
(Deccan Chargers),,,,,,,,,,,,,,,
GJ Bailey,2014-2016,3,2,0,24,18,12.00,23,104.34,0,0,0,3,0,
"(Kings XI Punjab, Rising Pune Supergiants)",,,,,,,,,,,,,,,
K Gowtham,2018-2019,2,2,1,24,18*,24.00,12,200.00,0,0,0,3,1,
(Rajasthan Royals),,,,,,,,,,,,,,,
Harbhajan Singh,2010-2019,10,4,0,24,15,6.00,27,88.88,0,0,2,2,1,
"(Chennai Super Kings, Mumbai Indians)",,,,,,,,,,,,,,,
CA Pujara,2011-2013,2,2,0,24,17,12.00,29,82.75,0,0,0,3,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
AP Tare,2010-2013,2,2,0,24,17,12.00,17,141.17,0,0,0,1,2,
(Mumbai Indians),,,,,,,,,,,,,,,
A Nehra,2008-2013,6,2,1,23,22*,23.00,20,115.00,0,0,0,2,1,
"(Delhi Daredevils, Mumbai Indians, Pune Warriors)",,,,,,,,,,,,,,,
HH Gibbs,2008-2008,1,1,0,22,22,22.00,22,100.00,0,0,0,1,2,
(Deccan Chargers),,,,,,,,,,,,,,,
SP Goswami,2011-2018,3,1,0,22,22,22.00,20,110.00,0,0,0,4,0,
"(Kolkata Knight Riders, Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Harpreet Brar,2019-2023,2,2,1,22,20*,22.00,17,129.41,0,0,0,2,1,
"(Kings XI Punjab, Punjab Kings)",,,,,,,,,,,,,,,
MG Johnson,2013-2018,3,3,1,22,12*,11.00,25,88.00,0,0,0,2,0,
"(Kings XI Punjab, Kolkata Knight Riders, Mumbai Indians)",,,,,,,,,,,,,,,
EJG Morgan,2011-2017,2,2,0,22,22,11.00,21,104.76,0,0,1,3,0,
"(Kings XI Punjab, Kolkata Knight Riders)",,,,,,,,,,,,,,,
R Powell,2023-2025,3,3,0,22,13,7.33,19,115.78,0,0,0,3,1,
"(Delhi Capitals, Kolkata Knight Riders, Rajasthan Royals)",,,,,,,,,,,,,,,
RN ten Doeschate,2011-2015,3,2,1,22,19,22.00,14,157.14,0,0,0,2,1,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Rashid Khan,2017-2024,7,2,1,21,21*,21.00,13,161.53,0,0,1,3,1,
"(Gujarat Titans, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
SM Curran,2019-2023,4,2,0,20,20,10.00,28,71.42,0,0,1,1,0,
"(Chennai Super Kings, Kings XI Punjab, Punjab Kings)",,,,,,,,,,,,,,,
P Dogra,2010-2010,1,1,0,20,20,20.00,25,80.00,0,0,0,0,1,
(Rajasthan Royals),,,,,,,,,,,,,,,
GH Vihari,2013-2019,3,3,0,20,17,6.66,34,58.82,0,0,0,0,1,
"(Delhi Capitals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
HM Amla,2017-2017,1,1,0,19,19,19.00,12,158.33,0,0,0,4,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
Gulbadin Naib,2024-2024,2,1,0,19,19,19.00,15,126.66,0,0,0,1,1,
(Delhi Capitals),,,,,,,,,,,,,,,
MS Wade,2011-2011,2,2,0,19,11,9.50,29,65.51,0,0,0,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
Lalit Yadav,2023-2024,4,4,1,19,7,6.33,31,61.29,0,0,0,1,0,
(Delhi Capitals),,,,,,,,,,,,,,,
M Klinger,2011-2011,1,1,0,18,18,18.00,20,90.00,0,0,0,3,0,
(Kochi Tuskers Kerala),,,,,,,,,,,,,,,
LS Livingstone,2019-2023,2,2,0,18,14,9.00,18,100.00,0,0,0,2,1,
"(Punjab Kings, Rajasthan Royals)",,,,,,,,,,,,,,,
AM Nayar,2008-2011,2,2,1,18,17*,18.00,16,112.50,0,0,0,3,0,
"(Kings XI Punjab, Mumbai Indians)",,,,,,,,,,,,,,,
P Sahu,2016-2016,1,1,1,18,18*,-,12,150.00,0,0,0,1,1,
(Kings XI Punjab),,,,,,,,,,,,,,,
RE van der Merwe,2011-2013,5,3,2,18,8*,18.00,18,100.00,0,0,0,2,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
C Green,2023-2023,1,1,1,17,17*,-,8,212.50,0,0,0,1,1,
(Mumbai Indians),,,,,,,,,,,,,,,
SL Malinga,2010-2019,8,3,1,17,11,8.50,25,68.00,0,0,1,2,0,
(Mumbai Indians),,,,,,,,,,,,,,,
UT Yadav,2010-2023,30,9,4,17,6*,3.40,26,65.38,0,0,2,2,0,
"(Delhi Daredevils, Kolkata Knight Riders, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
A Ashish Reddy,2013-2013,1,1,0,16,16,16.00,9,177.77,0,0,0,2,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
P Dubey,2023-2023,1,1,0,16,16,16.00,20,80.00,0,0,0,2,0,
(Delhi Capitals),,,,,,,,,,,,,,,
AJ Hosein,2023-2023,1,1,1,16,16*,-,10,160.00,0,0,0,1,1,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
SM Pollock,2008-2008,1,1,0,16,16,16.00,15,106.66,0,0,0,2,0,
(Mumbai Indians),,,,,,,,,,,,,,,
YV Dhull,2023-2023,2,2,0,15,13,7.50,19,78.94,0,0,0,1,0,
(Delhi Capitals),,,,,,,,,,,,,,,
SO Hetmyer,2025-2025,1,1,1,15,15*,-,9,166.66,0,0,0,1,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
B Kumar,2014-2025,10,2,1,15,14*,15.00,12,125.00,0,0,0,2,0,
"(Royal Challengers Bengaluru, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
N Saini,2012-2012,1,1,0,15,15,15.00,15,100.00,0,0,0,2,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
DW Steyn,2008-2014,6,3,2,15,9*,15.00,10,150.00,0,0,0,1,0,
"(Deccan Chargers, Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
AC Voges,2010-2010,1,1,0,15,15,15.00,17,88.23,0,0,0,1,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
AD Hales,2018-2018,1,1,0,14,14,14.00,10,140.00,0,0,0,3,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
P Kumar,2008-2016,6,2,0,14,8,7.00,10,140.00,0,0,0,2,0,
"(Gujarat Lions, Kings XI Punjab, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
AB McDonald,2010-2010,2,1,1,14,14*,-,9,155.55,0,0,0,2,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
MDKJ Perera,2013-2013,1,1,0,14,14,14.00,12,116.66,0,0,0,3,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
BB Samantray,2013-2013,1,1,0,14,14,14.00,11,127.27,0,0,0,2,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
R Sathish,2010-2016,4,3,1,14,8,7.00,16,87.50,0,0,0,1,0,
"(Kolkata Knight Riders, Mumbai Indians)",,,,,,,,,,,,,,,
R Sharma,2010-2014,3,1,1,14,14*,-,8,175.00,0,0,0,2,0,
"(Deccan Chargers, Delhi Daredevils, Pune Warriors)",,,,,,,,,,,,,,,
PC Valthaty,2011-2011,1,1,0,14,14,14.00,10,140.00,0,0,0,0,2,
(Kings XI Punjab),,,,,,,,,,,,,,,
SK Warne,2008-2010,2,2,0,14,14,7.00,14,100.00,0,0,1,2,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
Yudhvir Singh,2024-2024,1,1,0,14,14,14.00,7,200.00,0,0,0,1,1,
(Lucknow Super Giants),,,,,,,,,,,,,,,
MS Gony,2008-2008,1,1,1,13,13*,-,5,260.00,0,0,0,1,1,
(Chennai Super Kings),,,,,,,,,,,,,,,
R Sai Kishore,2024-2024,1,1,0,13,13,13.00,6,216.66,0,0,0,0,2,
(Gujarat Titans),,,,,,,,,,,,,,,
J Syed Mohammad,2011-2013,2,1,1,13,13*,-,10,130.00,0,0,0,2,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
JG Bethell,2025-2025,1,1,0,12,12,12.00,6,200.00,0,0,0,1,1,
(Royal Challengers Bengaluru),,,,,,,,,,,,,,,
J Botha,2013-2013,3,3,0,12,9,4.00,19,63.15,0,0,0,1,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
PK Garg,2023-2023,1,1,0,12,12,12.00,9,133.33,0,0,0,1,0,
(Delhi Capitals),,,,,,,,,,,,,,,
S Gopal,2018-2019,2,1,0,12,12,12.00,18,66.66,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
BMAJ Mendis,2013-2013,1,1,0,12,12,12.00,17,70.58,0,0,0,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
S Narwal,2010-2010,1,1,0,12,12,12.00,9,133.33,0,0,0,2,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
K Rabada,2017-2019,9,3,0,12,9,4.00,17,70.58,0,0,1,0,1,
"(Delhi Capitals, Delhi Daredevils)",,,,,,,,,,,,,,,
Sachin Baby,2017-2017,1,1,0,12,12,12.00,8,150.00,0,0,0,2,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
RV Patel,2023-2023,2,1,1,11,11*,-,8,137.50,0,0,0,1,0,
(Delhi Capitals),,,,,,,,,,,,,,,
Sandeep Sharma,2014-2025,10,3,3,11,8*,-,10,110.00,0,0,0,1,0,
"(Kings XI Punjab, Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Sikandar Raza,2023-2023,1,1,1,11,11*,-,7,157.14,0,0,0,0,1,
(Punjab Kings),,,,,,,,,,,,,,,
SW Tait,2010-2010,1,1,0,11,11,11.00,12,91.66,0,0,0,0,1,
(Rajasthan Royals),,,,,,,,,,,,,,,
W Jaffer,2008-2008,1,1,0,10,10,10.00,9,111.11,0,0,0,0,1,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
M Shahrukh Khan,2023-2024,2,2,0,10,8,5.00,9,111.11,0,0,0,0,1,
"(Gujarat Titans, Punjab Kings)",,,,,,,,,,,,,,,
SK Trivedi,2008-2013,4,2,2,10,7*,-,12,83.33,0,0,0,0,1,
(Rajasthan Royals),,,,,,,,,,,,,,,
Azhar Mahmood,2012-2012,1,1,0,9,9,9.00,7,128.57,0,0,0,1,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
M Kaif,2008-2008,1,1,0,9,9,9.00,19,47.36,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
AK Markram,2023-2024,2,2,0,9,8,4.50,16,56.25,0,0,0,0,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
A Nortje,2023-2024,7,4,2,9,5,4.50,8,112.50,0,0,1,2,0,
(Delhi Capitals),,,,,,,,,,,,,,,
Rasikh Salam,2024-2024,4,1,0,9,9,9.00,3,300.00,0,0,0,2,0,
(Delhi Capitals),,,,,,,,,,,,,,,
DB Ravi Teja,2008-2011,2,1,0,9,9,9.00,5,180.00,0,0,0,0,1,
(Deccan Chargers),,,,,,,,,,,,,,,
Shoaib Malik,2008-2008,3,3,1,9,6,4.50,8,112.50,0,0,0,1,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
L Wood,2024-2024,1,1,1,9,9*,-,3,300.00,0,0,0,0,1,
(Mumbai Indians),,,,,,,,,,,,,,,
Anuj Rawat,2021-2023,2,1,1,8,8*,-,3,266.66,0,0,0,0,1,
"(Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
Anureet Singh,2015-2015,1,1,1,8,8*,-,3,266.66,0,0,0,0,1,
(Kings XI Punjab),,,,,,,,,,,,,,,
R Dhawan,2014-2023,2,2,2,8,8*,-,5,160.00,0,0,0,1,0,
"(Kings XI Punjab, Punjab Kings)",,,,,,,,,,,,,,,
CK Kapugedera,2008-2008,1,1,0,8,8,8.00,9,88.88,0,0,0,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
TG Southee,2015-2018,3,2,2,8,7*,-,5,160.00,0,0,0,1,0,
"(Mumbai Indians, Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
Avesh Khan,2017-2024,6,1,1,7,7*,-,3,233.33,0,0,0,1,0,
"(Delhi Daredevils, Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
VR Iyer,2023-2025,2,2,0,7,7,3.50,7,100.00,0,0,1,1,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
T Kohli,2008-2008,1,1,0,7,7,7.00,12,58.33,0,0,0,0,1,
(Rajasthan Royals),,,,,,,,,,,,,,,
NS Naik,2019-2019,1,1,0,7,7,7.00,16,43.75,0,0,0,1,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
B Sumanth,2010-2010,1,1,1,7,7*,-,12,58.33,0,0,0,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
SN Thakur,2015-2021,6,1,1,7,7*,-,6,116.66,0,0,0,1,0,
"(Chennai Super Kings, Kings XI Punjab, Rising Pune Supergiant)",,,,,,,,,,,,,,,
A Badoni,2024-2024,1,1,0,6,6,6.00,9,66.66,0,0,0,0,0,
(Lucknow Super Giants),,,,,,,,,,,,,,,
NM Coulter-Nile,2015-2021,7,2,0,6,4,3.00,10,60.00,0,0,0,1,0,
"(Delhi Daredevils, Kolkata Knight Riders, Mumbai Indians)",,,,,,,,,,,,,,,
JO Holder,2016-2016,2,2,0,6,6,3.00,8,75.00,0,0,1,1,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
AA Jhunjhunwala,2010-2012,2,2,0,6,4,3.00,10,60.00,0,0,0,1,0,
"(Deccan Chargers, Rajasthan Royals)",,,,,,,,,,,,,,,
Mukesh Kumar,2023-2025,15,2,2,6,6*,-,9,66.66,0,0,0,0,0,
(Delhi Capitals),,,,,,,,,,,,,,,
S Nadeem,2011-2018,24,6,3,6,2*,2.00,23,26.08,0,0,1,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
RM Patidar,2025-2025,1,1,0,6,6,6.00,6,100.00,0,0,0,1,0,
(Royal Challengers Bengaluru),,,,,,,,,,,,,,,
IS Sodhi,2019-2019,1,1,0,6,6,6.00,11,54.54,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
Washington Sundar,2017-2024,3,3,2,6,5*,6.00,5,120.00,0,0,0,0,0,
"(Rising Pune Supergiant, Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
ER Dwivedi,2016-2016,1,1,0,5,5,5.00,5,100.00,0,0,0,1,0,
(Gujarat Lions),,,,,,,,,,,,,,,
A Mithun,2010-2011,2,2,0,5,5,2.50,6,83.33,0,0,1,1,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
PJ Sangwan,2008-2017,7,2,1,5,4,5.00,10,50.00,0,0,0,0,0,
"(Delhi Daredevils, Gujarat Lions, Kolkata Knight Riders)",,,,,,,,,,,,,,,
JM Sharma,2023-2025,2,1,0,5,5,5.00,5,100.00,0,0,0,1,0,
"(Punjab Kings, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
TL Suman,2010-2010,1,1,0,5,5,5.00,6,83.33,0,0,0,1,0,
(Deccan Chargers),,,,,,,,,,,,,,,
VR Aaron,2011-2019,8,2,1,4,3*,4.00,8,50.00,0,0,0,0,0,
"(Delhi Daredevils, Kings XI Punjab, Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
P Awana,2012-2013,2,1,1,4,4*,-,5,80.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
C de Grandhomme,2017-2018,2,2,1,4,3*,4.00,6,66.66,0,0,0,0,0,
"(Kolkata Knight Riders, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
JM Kemp,2010-2010,1,1,0,4,4,4.00,8,50.00,0,0,0,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
Litton Das,2023-2023,1,1,0,4,4,4.00,4,100.00,0,0,0,1,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
N Wadhera,2023-2024,2,1,0,4,4,4.00,2,200.00,0,0,0,1,0,
(Mumbai Indians),,,,,,,,,,,,,,,
L Balaji,2008-2011,3,1,1,3,3*,-,1,300.00,0,0,0,0,0,
"(Chennai Super Kings, Kolkata Knight Riders)",,,,,,,,,,,,,,,
SD Chitnis,2008-2008,1,1,0,3,3,3.00,4,75.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
Imran Tahir,2014-2019,11,1,1,3,3*,-,4,75.00,0,0,0,0,0,
"(Chennai Super Kings, Delhi Daredevils)",,,,,,,,,,,,,,,
Z Khan,2008-2017,14,2,1,3,2,3.00,12,25.00,0,0,0,0,0,
"(Delhi Daredevils, Mumbai Indians, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
DS Kulkarni,2008-2021,7,2,2,3,3*,-,2,150.00,0,0,0,0,0,
"(Gujarat Lions, Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
M Markande,2018-2024,3,1,0,3,3,3.00,10,30.00,0,0,0,0,0,
"(Mumbai Indians, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
DP Nannes,2010-2010,4,1,0,3,3,3.00,11,27.27,0,0,0,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
R Shukla,2012-2014,3,2,2,3,2*,-,5,60.00,0,0,0,0,0,
"(Delhi Daredevils, Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
AJ Tye,2018-2018,1,1,0,3,3,3.00,9,33.33,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
WPUJC Vaas,2010-2010,1,1,0,3,3,3.00,8,37.50,0,0,0,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
R Vinay Kumar,2008-2014,6,1,0,3,3,3.00,3,100.00,0,0,0,0,0,
"(Kochi Tuskers Kerala, Kolkata Knight Riders, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
Vishnu Vinod,2017-2017,1,1,0,3,3,3.00,9,33.33,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
CR Woakes,2017-2017,1,1,0,3,3,3.00,5,60.00,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
AB Barath,2010-2010,1,1,1,2,2*,-,5,40.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
TA Boult,2016-2025,13,1,1,2,2*,-,3,66.66,0,0,0,0,0,
"(Delhi Capitals, Delhi Daredevils, Mumbai Indians, Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
PVD Chameera,2025-2025,2,2,2,2,2*,-,4,50.00,0,0,0,0,0,
(Delhi Capitals),,,,,,,,,,,,,,,
KK Cooper,2012-2013,3,1,0,2,2,2.00,2,100.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
Naveen-ul-Haq,2024-2024,1,1,1,2,2*,-,4,50.00,0,0,0,0,0,
(Lucknow Super Giants),,,,,,,,,,,,,,,
WD Parnell,2014-2014,4,2,1,2,2,2.00,2,100.00,0,0,0,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
RJ Peterson,2012-2012,1,1,0,2,2,2.00,2,100.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
Ravi Bishnoi,2024-2024,1,1,0,2,2,2.00,2,100.00,0,0,0,0,0,
(Lucknow Super Giants),,,,,,,,,,,,,,,
M Rawat,2008-2008,1,1,0,2,2,2.00,4,50.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
KV Sharma,2013-2025,5,1,1,2,2*,-,2,100.00,0,0,0,0,0,
"(Mumbai Indians, Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
RP Singh,2008-2012,3,2,1,2,1*,2.00,3,66.66,0,0,0,0,0,
"(Deccan Chargers, Kochi Tuskers Kerala, Mumbai Indians)",,,,,,,,,,,,,,,
Sunny Singh,2011-2011,1,1,0,2,2,2.00,4,50.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
CV Varun,2023-2025,2,2,1,2,1*,2.00,7,28.57,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
GC Viljoen,2019-2019,1,1,1,2,2*,-,3,66.66,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
Ankit Sharma,2012-2012,1,1,1,1,1*,-,1,100.00,0,0,0,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
KP Appanna,2010-2010,1,1,1,1,1*,-,2,50.00,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Azmatullah Omarzai,2024-2024,1,1,0,1,1,1.00,2,50.00,0,0,0,0,0,
(Gujarat Titans),,,,,,,,,,,,,,,
KC Cariappa,2017-2017,1,1,0,1,1,1.00,2,50.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
DL Chahar,2018-2025,6,1,1,1,1*,-,2,50.00,0,0,0,0,0,
"(Chennai Super Kings, Mumbai Indians)",,,,,,,,,,,,,,,
DB Das,2012-2012,1,1,1,1,1*,-,3,33.33,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
D Ferreira,2024-2024,1,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
RJ Harris,2011-2011,1,1,1,1,1*,-,1,100.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
WG Jacks,2025-2025,1,1,1,1,1*,-,1,100.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
DJ Jacobs,2011-2011,1,1,0,1,1,1.00,6,16.66,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
SB Jakati,2012-2012,1,1,1,1,1*,-,2,50.00,0,0,0,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
M Kartik,2010-2013,3,1,0,1,1,1.00,2,50.00,0,0,0,0,0,
"(Kolkata Knight Riders, Pune Warriors, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
A Kumble,2010-2010,1,1,1,1,1*,-,1,100.00,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
B Lee,2011-2012,2,1,0,1,1,1.00,1,100.00,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
DS Lehmann,2008-2008,1,1,0,1,1,1.00,2,50.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
AL Menaria,2012-2013,2,1,0,1,1,1.00,2,50.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
Mustafizur Rahman,2016-2023,5,2,2,1,1*,-,1,100.00,0,0,0,0,0,
"(Delhi Capitals, Mumbai Indians, Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
DJ Muthuswami,2015-2015,3,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
LE Plunkett,2018-2018,5,2,1,1,1*,1.00,3,33.33,0,0,1,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
PA Reddy,2013-2013,1,1,0,1,1,1.00,8,12.50,0,0,0,0,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
PM Sarvesh Kumar,2008-2008,1,1,1,1,1*,-,2,50.00,0,0,0,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
OA Shah,2012-2012,1,1,0,1,1,1.00,1,100.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
MA Starc,2015-2025,5,3,2,1,1*,1.00,2,50.00,0,0,1,0,0,
"(Delhi Capitals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
DP Vijaykumar,2008-2008,1,1,1,1,1*,-,1,100.00,0,0,0,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
J Yadav,2016-2021,5,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
"(Delhi Daredevils, Mumbai Indians)",,,,,,,,,,,,,,,
S Ladda,2010-2010,2,1,1,0,0*,-,8,0.00,0,0,0,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
JC Archer,2018-2025,2,1,1,0,0*,-,0,-,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
AC Blizzard,2012-2012,1,1,0,0,0,0.00,3,0.00,0,0,1,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
HC Brook,2023-2023,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
JJ Bumrah,2013-2025,10,2,1,0,0*,0.00,1,0.00,0,0,1,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
