Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,
"(Deccan Chargers, Kings XI Punjab, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
KV Sharma,2014-2024,9,3,2,33,26*,33.00,22,150.00,0,0,0,4,1,
"(Mumbai Indians, Royal Challengers Bangalore, Royal Challengers Bengaluru, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
AK Markram,2024-2024,1,1,1,32,32*,-,17,188.23,0,0,0,2,2,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
HV Patel,2012-2024,23,8,1,31,10,4.42,24,129.16,0,0,2,2,2,
"(Delhi Daredevils, Punjab Kings, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
RR Sarwan,2008-2008,1,1,0,31,31,31.00,29,106.89,0,0,0,4,1,
(Kings XI Punjab),,,,,,,,,,,,,,,
A Badoni,2023-2024,2,2,0,30,30,15.00,27,111.11,0,0,1,4,0,
(Lucknow Super Giants),,,,,,,,,,,,,,,
SE Rutherford,2025-2025,1,1,1,30,30*,-,18,166.66,0,0,0,1,3,
(Gujarat Titans),,,,,,,,,,,,,,,
SD Hope,2024-2024,1,1,0,29,29,29.00,23,126.08,0,0,0,4,0,
(Delhi Capitals),,,,,,,,,,,,,,,
SS Prabhudessai,2023-2023,3,3,0,29,19,9.66,22,131.81,0,0,1,1,2,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
RR Rossouw,2014-2015,4,4,0,29,14,7.25,37,78.37,0,0,1,2,1,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
BA Stokes,2017-2018,2,2,0,29,27,14.50,24,120.83,0,0,0,2,1,
"(Rajasthan Royals, Rising Pune Supergiant)",,,,,,,,,,,,,,,
VH Zol,2014-2014,3,2,0,29,16,14.50,26,111.53,0,0,0,3,1,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
J Fraser-McGurk,2024-2025,2,2,0,28,21,14.00,14,200.00,0,0,0,3,2,
(Delhi Capitals),,,,,,,,,,,,,,,
PP Shaw,2019-2023,2,2,0,28,28,14.00,24,116.66,0,0,1,5,0,
(Delhi Capitals),,,,,,,,,,,,,,,
N Jagadeesan,2023-2023,1,1,0,27,27,27.00,29,93.10,0,0,0,4,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
S Sriram,2010-2010,1,1,0,27,27,27.00,29,93.10,0,0,0,3,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
R Bhatia,2008-2016,6,3,2,26,13,26.00,12,216.66,0,0,0,3,1,
"(Delhi Daredevils, Kolkata Knight Riders, Rajasthan Royals, Rising Pune Supergiants)",,,,,,,,,,,,,,,
MG Bracewell,2023-2023,2,1,0,26,26,26.00,16,162.50,0,0,0,5,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
PP Chawla,2008-2023,14,4,2,26,13*,13.00,19,136.84,0,0,0,1,2,
"(Kings XI Punjab, Kolkata Knight Riders, Mumbai Indians)",,,,,,,,,,,,,,,
Ishan Kishan,2017-2023,3,3,0,26,16,8.66,25,104.00,0,0,1,6,0,
"(Gujarat Lions, Mumbai Indians)",,,,,,,,,,,,,,,
KB Arun Karthik,2011-2013,8,3,1,25,19*,12.50,26,96.15,0,0,0,3,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
M Klinger,2011-2011,1,1,0,24,24,24.00,25,96.00,0,0,0,3,0,
(Kochi Tuskers Kerala),,,,,,,,,,,,,,,
B Kumar,2012-2025,13,7,5,24,8,12.00,37,64.86,0,0,0,3,0,
"(Pune Warriors, Royal Challengers Bengaluru, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
MR Marsh,2010-2023,3,2,0,24,24,12.00,27,88.88,0,0,1,0,2,
"(Deccan Chargers, Delhi Capitals, Pune Warriors)",,,,,,,,,,,,,,,
DL Vettori,2011-2012,10,3,0,24,20,8.00,18,133.33,0,0,0,3,1,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
VR Aaron,2014-2019,14,4,3,23,17*,23.00,19,121.05,0,0,0,1,2,
"(Kings XI Punjab, Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
SM Curran,2024-2024,1,1,0,23,23,23.00,17,135.29,0,0,0,3,0,
(Punjab Kings),,,,,,,,,,,,,,,
A Nortje,2023-2023,1,1,1,23,23*,-,14,164.28,0,0,0,4,0,
(Delhi Capitals),,,,,,,,,,,,,,,
MM Sharma,2013-2025,9,5,1,23,14,5.75,25,92.00,0,0,1,3,0,
"(Chennai Super Kings, Delhi Capitals, Gujarat Titans, Kings XI Punjab)",,,,,,,,,,,,,,,
RK Singh,2023-2024,2,2,2,23,18*,-,15,153.33,0,0,0,2,1,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
GJ Bailey,2010-2016,5,5,0,22,18,4.40,42,52.38,0,0,1,2,0,
"(Chennai Super Kings, Kings XI Punjab, Rising Pune Supergiants)",,,,,,,,,,,,,,,
CA Ingram,2019-2019,1,1,0,22,22,22.00,21,104.76,0,0,0,2,1,
(Delhi Capitals),,,,,,,,,,,,,,,
DJ Jacobs,2011-2011,1,1,0,22,22,22.00,16,137.50,0,0,0,2,2,
(Mumbai Indians),,,,,,,,,,,,,,,
DS Kulkarni,2008-2018,5,3,1,22,10*,11.00,12,183.33,0,0,0,4,0,
"(Gujarat Lions, Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
R Parag,2019-2025,2,1,0,22,22,22.00,10,220.00,0,0,0,2,2,
(Rajasthan Royals),,,,,,,,,,,,,,,
Shashank Singh,2024-2025,2,2,1,22,21*,22.00,13,169.23,0,0,0,1,2,
(Punjab Kings),,,,,,,,,,,,,,,
PC Valthaty,2011-2011,1,1,0,21,21,21.00,16,131.25,0,0,0,4,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
B Chipli,2008-2008,3,3,0,20,10,6.66,28,71.42,0,0,0,3,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
M Manhas,2010-2014,5,3,2,20,11*,20.00,22,90.90,0,0,0,2,0,
"(Chennai Super Kings, Delhi Daredevils, Pune Warriors)",,,,,,,,,,,,,,,
A Choudhary,2017-2017,3,2,1,19,15*,19.00,18,105.55,0,0,0,1,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
ER Dwivedi,2016-2016,1,1,0,19,19,19.00,9,211.11,0,0,0,1,2,
(Gujarat Lions),,,,,,,,,,,,,,,
BJ Hodge,2011-2013,3,3,1,19,13,9.50,31,61.29,0,0,0,1,0,
"(Kochi Tuskers Kerala, Rajasthan Royals)",,,,,,,,,,,,,,,
DJ Hooda,2016-2023,4,4,1,19,9,6.33,23,82.60,0,0,0,2,0,
"(Lucknow Super Giants, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
DR Martyn,2010-2010,1,1,0,19,19,19.00,24,79.16,0,0,0,1,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
Rashid Khan,2017-2025,6,2,0,19,18,9.50,16,118.75,0,0,0,2,1,
"(Gujarat Titans, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
YV Takawale,2008-2014,2,1,0,19,19,19.00,17,111.76,0,0,0,4,0,
"(Mumbai Indians, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
RN ten Doeschate,2012-2015,3,3,0,19,12,6.33,14,135.71,0,0,0,2,1,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Aman Hakim Khan,2023-2023,1,1,0,18,18,18.00,10,180.00,0,0,0,1,1,
(Delhi Capitals),,,,,,,,,,,,,,,
AP Tare,2010-2017,2,1,0,18,18,18.00,17,105.88,0,0,0,3,0,
"(Delhi Daredevils, Mumbai Indians)",,,,,,,,,,,,,,,
Y Venugopal Rao,2010-2012,2,1,0,18,18,18.00,23,78.26,0,0,0,1,0,
"(Deccan Chargers, Delhi Daredevils)",,,,,,,,,,,,,,,
CJ Anderson,2018-2018,2,2,0,17,15,8.50,21,80.95,0,0,0,0,1,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
SB Bangar,2008-2008,1,1,1,17,17*,-,7,242.85,0,0,0,0,2,
(Deccan Chargers),,,,,,,,,,,,,,,
RJ Harris,2010-2012,3,1,0,17,17,17.00,25,68.00,0,0,0,1,0,
"(Deccan Chargers, Kings XI Punjab)",,,,,,,,,,,,,,,
MG Johnson,2013-2018,6,2,1,17,16*,17.00,16,106.25,0,0,0,1,1,
"(Kings XI Punjab, Kolkata Knight Riders, Mumbai Indians)",,,,,,,,,,,,,,,
MC Juneja,2013-2013,1,1,0,17,17,17.00,16,106.25,0,0,0,2,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
SL Malinga,2011-2019,6,1,0,17,17,17.00,16,106.25,0,0,0,1,1,
(Mumbai Indians),,,,,,,,,,,,,,,
P Arya,2025-2025,1,1,0,16,16,16.00,11,145.45,0,0,0,1,1,
(Punjab Kings),,,,,,,,,,,,,,,
UT Khawaja,2016-2016,1,1,0,16,16,16.00,6,266.66,0,0,0,2,1,
(Rising Pune Supergiants),,,,,,,,,,,,,,,
Y Nagar,2012-2012,1,1,0,16,16,16.00,15,106.66,0,0,0,2,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
LA Pomersbach,2011-2011,2,1,0,16,16,16.00,14,114.28,0,0,0,2,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Shakib Al Hasan,2012-2018,3,2,0,16,12,8.00,11,145.45,0,0,0,2,0,
"(Kolkata Knight Riders, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
V Suryavanshi,2025-2025,1,1,0,16,16,16.00,12,133.33,0,0,0,0,2,
(Rajasthan Royals),,,,,,,,,,,,,,,
Arshad Khan,2023-2025,2,1,1,15,15*,-,9,166.66,0,0,0,0,1,
"(Gujarat Titans, Mumbai Indians)",,,,,,,,,,,,,,,
Swapnil Singh,2024-2024,3,2,1,15,15*,15.00,10,150.00,0,0,1,2,1,
(Royal Challengers Bengaluru),,,,,,,,,,,,,,,
DJ Willey,2023-2023,3,2,2,15,11*,-,12,125.00,0,0,0,2,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
SA Abbott,2015-2015,1,1,0,14,14,14.00,9,155.55,0,0,0,1,1,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Abishek Porel,2023-2025,3,3,0,14,7,4.66,18,77.77,0,0,0,1,0,
(Delhi Capitals),,,,,,,,,,,,,,,
PW Hasaranga,2023-2025,5,4,1,14,6,4.66,16,87.50,0,0,0,0,0,
"(Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
JP Inglis,2025-2025,1,1,0,14,14,14.00,17,82.35,0,0,0,2,0,
(Punjab Kings),,,,,,,,,,,,,,,
Mohammed Siraj,2018-2025,22,5,2,14,12,4.66,14,100.00,0,0,1,0,2,
"(Gujarat Titans, Royal Challengers Bangalore, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
BJ Rohrer,2013-2013,1,1,0,14,14,14.00,14,100.00,0,0,0,2,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
DJG Sammy,2014-2015,2,2,0,14,8,7.00,17,82.35,0,0,0,0,1,
"(Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
V Vyshak,2023-2024,8,3,2,14,13*,14.00,11,127.27,0,0,1,0,1,
"(Royal Challengers Bangalore, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
JEC Franklin,2011-2012,2,1,0,13,13,13.00,13,100.00,0,0,0,0,1,
(Mumbai Indians),,,,,,,,,,,,,,,
Kuldeep Yadav,2018-2025,5,2,1,13,7*,13.00,16,81.25,0,0,0,1,0,
"(Delhi Capitals, Kolkata Knight Riders)",,,,,,,,,,,,,,,
MF Maharoof,2008-2008,1,1,1,13,13*,-,8,162.50,0,0,0,1,1,
(Delhi Daredevils),,,,,,,,,,,,,,,
UT Yadav,2010-2023,22,6,5,13,9*,13.00,11,118.18,0,0,1,2,0,
"(Delhi Daredevils, Kolkata Knight Riders, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
DAJ Bracewell,2012-2012,1,1,1,12,12*,-,9,133.33,0,0,0,1,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
KC Cariappa,2016-2016,1,1,1,12,12*,-,8,150.00,0,0,0,0,1,
(Kings XI Punjab),,,,,,,,,,,,,,,
SB Dubey,2025-2025,1,1,0,12,12,12.00,7,171.42,0,0,0,1,1,
(Rajasthan Royals),,,,,,,,,,,,,,,
AD Mathews,2010-2015,3,3,0,12,10,4.00,12,100.00,0,0,0,0,1,
"(Delhi Daredevils, Kolkata Knight Riders, Pune Warriors)",,,,,,,,,,,,,,,
AM Nayar,2008-2012,4,3,1,12,9*,6.00,14,85.71,0,0,0,1,0,
"(Kings XI Punjab, Mumbai Indians)",,,,,,,,,,,,,,,
R Rampaul,2013-2014,5,2,1,12,12*,12.00,8,150.00,0,0,1,0,1,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
PA Reddy,2012-2013,2,1,0,12,12,12.00,11,109.09,0,0,0,2,0,
"(Deccan Chargers, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Sandeep Sharma,2013-2025,8,2,1,12,7,12.00,14,85.71,0,0,0,1,0,
"(Kings XI Punjab, Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
R Sathish,2011-2013,2,1,1,12,12*,-,6,200.00,0,0,0,1,1,
"(Kings XI Punjab, Mumbai Indians)",,,,,,,,,,,,,,,
S Badree,2014-2017,6,3,0,11,8,3.66,13,84.61,0,0,1,0,0,
"(Chennai Super Kings, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
DJM Short,2018-2018,1,1,0,11,11,11.00,17,64.70,0,0,0,1,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
TG Southee,2016-2019,8,3,2,11,9*,11.00,12,91.66,0,0,0,0,0,
"(Mumbai Indians, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
JD Unadkat,2011-2024,14,2,1,11,9,11.00,12,91.66,0,0,0,1,0,
"(Kolkata Knight Riders, Lucknow Super Giants, Rajasthan Royals, Rising Pune Supergiant, Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
B Akhil,2008-2008,4,4,1,10,5,3.33,12,83.33,0,0,1,1,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
HM Amla,2016-2017,2,2,0,10,9,5.00,9,111.11,0,0,0,0,1,
(Kings XI Punjab),,,,,,,,,,,,,,,
MJ Lumb,2010-2010,1,1,0,10,10,10.00,18,55.55,0,0,0,1,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
Rasikh Salam,2024-2025,2,1,0,10,10,10.00,12,83.33,0,0,0,1,0,
"(Delhi Capitals, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
DW Steyn,2008-2019,16,5,2,10,8,3.33,16,62.50,0,0,1,1,0,
"(Deccan Chargers, Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
YS Chahal,2014-2025,43,6,5,9,4*,9.00,11,81.81,0,0,0,0,0,
"(Punjab Kings, Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
MD Mishra,2010-2010,1,1,0,9,9,9.00,11,81.81,0,0,0,2,0,
(Deccan Chargers),,,,,,,,,,,,,,,
AA Noffke,2008-2008,1,1,0,9,9,9.00,10,90.00,0,0,0,1,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Vishnu Vinod,2017-2017,1,1,0,9,9,9.00,5,180.00,0,0,0,0,1,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
JM Bairstow,2024-2024,1,1,0,8,8,8.00,6,133.33,0,0,0,2,0,
(Punjab Kings),,,,,,,,,,,,,,,
B Lee,2011-2012,2,1,1,8,8*,-,4,200.00,0,0,0,0,1,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
A Mishra,2010-2023,6,1,1,8,8*,-,14,57.14,0,0,0,0,0,
"(Deccan Chargers, Delhi Daredevils, Lucknow Super Giants, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
TD Paine,2011-2011,1,1,0,8,8,8.00,17,47.05,0,0,0,0,0,
(Pune Warriors),,,,,,,,,,,,,,,
RR Powar,2011-2011,1,1,1,8,8*,-,6,133.33,0,0,0,0,0,
(Kochi Tuskers Kerala),,,,,,,,,,,,,,,
Bipul Sharma,2010-2017,3,2,1,7,5,7.00,6,116.66,0,0,0,1,0,
"(Kings XI Punjab, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
HH Gibbs,2008-2012,2,2,0,7,5,3.50,13,53.84,0,0,0,1,0,
"(Deccan Chargers, Mumbai Indians)",,,,,,,,,,,,,,,
RV Gomez,2011-2011,1,1,0,7,7,7.00,15,46.66,0,0,0,1,0,
(Kochi Tuskers Kerala),,,,,,,,,,,,,,,
PV Tambe,2014-2016,2,1,1,7,7*,-,19,36.84,0,0,0,1,0,
"(Gujarat Lions, Rajasthan Royals)",,,,,,,,,,,,,,,
AJ Tye,2017-2018,2,1,0,7,7,7.00,7,100.00,0,0,0,0,0,
"(Gujarat Lions, Kings XI Punjab)",,,,,,,,,,,,,,,
LJ Wright,2013-2013,1,1,0,7,7,7.00,3,233.33,0,0,0,0,1,
(Pune Warriors),,,,,,,,,,,,,,,
AB Agarkar,2008-2010,2,1,1,6,6*,-,6,100.00,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
NM Coulter-Nile,2017-2017,2,1,0,6,6,6.00,4,150.00,0,0,0,0,1,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
PJ Cummins,2015-2024,3,1,0,6,6,6.00,6,100.00,0,0,0,1,0,
"(Delhi Daredevils, Kolkata Knight Riders, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
P Dogra,2010-2012,2,2,1,6,3*,6.00,14,42.85,0,0,0,0,0,
"(Kings XI Punjab, Rajasthan Royals)",,,,,,,,,,,,,,,
SB Joshi,2008-2008,2,2,0,6,3,3.00,14,42.85,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
M Markande,2018-2024,3,1,0,6,6,6.00,5,120.00,0,0,0,1,0,
"(Mumbai Indians, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
A Mithun,2011-2012,7,3,3,6,6*,-,3,200.00,0,0,0,1,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
M Muralidaran,2010-2014,11,1,0,6,6,6.00,8,75.00,0,0,0,0,0,
"(Chennai Super Kings, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
AUK Pathan,2011-2012,4,4,1,6,4,2.00,10,60.00,0,0,2,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
AN Ahmed,2014-2015,3,2,1,5,4,5.00,3,166.66,0,0,0,1,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
DT Christian,2013-2017,2,2,0,5,4,2.50,16,31.25,0,0,0,0,0,
"(Rising Pune Supergiant, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
JR Hopes,2008-2008,1,1,0,5,5,5.00,4,125.00,0,0,0,1,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
AA Jhunjhunwala,2010-2010,1,1,0,5,5,5.00,7,71.42,0,0,0,1,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
A Kumble,2008-2010,12,4,3,5,3,5.00,11,45.45,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Mohammad Hafeez,2008-2008,1,1,1,5,5*,-,3,166.66,0,0,0,1,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
AG Murtaza,2011-2013,2,1,0,5,5,5.00,4,125.00,0,0,0,1,0,
"(Mumbai Indians, Pune Warriors)",,,,,,,,,,,,,,,
HR Shokeen,2023-2023,1,1,0,5,5,5.00,3,166.66,0,0,0,1,0,
(Mumbai Indians),,,,,,,,,,,,,,,
LR Shukla,2008-2012,2,1,0,5,5,5.00,8,62.50,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
J Syed Mohammad,2011-2013,3,2,1,5,4*,5.00,3,166.66,0,0,0,1,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
DH Yagnik,2013-2013,1,1,0,5,5,5.00,4,125.00,0,0,0,1,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
A Chandila,2013-2013,1,1,1,4,4*,-,6,66.66,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
Karanveer Singh,2014-2015,2,1,0,4,4,4.00,7,57.14,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
DJ Mitchell,2024-2024,1,1,0,4,4,4.00,6,66.66,0,0,0,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
Mohammad Nabi,2019-2019,1,1,0,4,4,4.00,3,133.33,0,0,0,1,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
M Morkel,2010-2016,5,2,1,4,2*,4.00,12,33.33,0,0,0,0,0,
"(Delhi Daredevils, Kolkata Knight Riders, Rajasthan Royals)",,,,,,,,,,,,,,,
CH Morris,2013-2019,5,3,1,4,4,2.00,8,50.00,0,0,1,0,0,
"(Chennai Super Kings, Delhi Capitals, Delhi Daredevils)",,,,,,,,,,,,,,,
DT Patil,2008-2008,1,1,0,4,4,4.00,1,400.00,0,0,0,1,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
AS Rajpoot,2017-2019,3,1,0,4,4,4.00,7,57.14,0,0,0,1,0,
"(Kings XI Punjab, Kolkata Knight Riders)",,,,,,,,,,,,,,,
PJ Sangwan,2008-2013,3,1,1,4,4*,-,2,200.00,0,0,0,1,0,
"(Delhi Daredevils, Kolkata Knight Riders)",,,,,,,,,,,,,,,
Shivam Sharma,2014-2014,1,1,0,4,4,4.00,2,200.00,0,0,0,1,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
Sunny Singh,2011-2011,1,1,0,4,4,4.00,5,80.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
GH Vihari,2013-2013,1,1,1,4,4*,-,3,133.33,0,0,0,0,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
SK Warne,2008-2010,2,1,0,4,4,4.00,7,57.14,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
Lalit Yadav,2023-2023,1,1,0,4,4,4.00,7,57.14,0,0,0,0,0,
(Delhi Capitals),,,,,,,,,,,,,,,
RD Gaikwad,2023-2024,2,2,0,3,3,1.50,7,42.85,0,0,1,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
CJ Jordan,2016-2017,7,2,0,3,3,1.50,5,60.00,0,0,1,0,0,
"(Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Mukesh Kumar,2024-2025,2,1,0,3,3,3.00,7,42.85,0,0,0,0,0,
(Delhi Capitals),,,,,,,,,,,,,,,
Ravi Bishnoi,2023-2024,2,1,1,3,3*,-,2,150.00,0,0,0,0,0,
(Lucknow Super Giants),,,,,,,,,,,,,,,
MJ Santner,2024-2024,1,1,0,3,3,3.00,4,75.00,0,0,0,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
RJW Topley,2023-2024,3,1,1,3,3*,-,6,50.00,0,0,0,0,0,
"(Royal Challengers Bangalore, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
SK Trivedi,2008-2013,4,2,1,3,3,3.00,7,42.85,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
AS Yadav,2008-2008,1,1,1,3,3*,-,4,75.00,0,0,0,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
S Chanderpaul,2008-2008,1,1,0,2,2,2.00,9,22.22,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Fazalhaq Farooqi,2025-2025,1,1,1,2,2*,-,2,100.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
Harbhajan Singh,2010-2018,9,3,1,2,1*,1.00,6,33.33,0,0,1,0,0,
"(Chennai Super Kings, Mumbai Indians)",,,,,,,,,,,,,,,
Harpreet Brar,2024-2025,2,1,1,2,2*,-,2,100.00,0,0,0,0,0,
(Punjab Kings),,,,,,,,,,,,,,,
K Kushagra,2024-2024,1,1,0,2,2,2.00,3,66.66,0,0,0,0,0,
(Delhi Capitals),,,,,,,,,,,,,,,
AF Milne,2016-2017,2,1,0,2,2,2.00,3,66.66,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
WD Parnell,2023-2023,4,1,0,2,2,2.00,5,40.00,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
BB Samantray,2013-2013,1,1,1,2,2*,-,2,100.00,0,0,0,0,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
R Shukla,2014-2014,1,1,1,2,2*,-,6,33.33,0,0,0,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
SB Styris,2008-2008,1,1,0,2,2,2.00,3,66.66,0,0,0,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
Abdul Basith,2023-2023,1,1,1,1,1*,-,1,100.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
M Ashwin,2018-2019,2,1,1,1,1*,-,2,50.00,0,0,0,0,0,
"(Kings XI Punjab, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
L Balaji,2010-2014,6,2,2,1,1*,-,3,33.33,0,0,0,0,0,
"(Chennai Super Kings, Kings XI Punjab, Kolkata Knight Riders)",,,,,,,,,,,,,,,
MS Bhandage,2025-2025,1,1,0,1,1,1.00,4,25.00,0,0,0,0,0,
(Royal Challengers Bengaluru),,,,,,,,,,,,,,,
CR Brathwaite,2016-2017,2,1,0,1,1,1.00,5,20.00,0,0,0,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
TU Deshpande,2023-2025,3,1,1,1,1*,-,2,50.00,0,0,0,0,0,
"(Chennai Super Kings, Rajasthan Royals)",,,,,,,,,,,,,,,
YV Dhull,2023-2023,1,1,0,1,1,1.00,4,25.00,0,0,0,0,0,
(Delhi Capitals),,,,,,,,,,,,,,,
AB Dinda,2008-2016,8,2,1,1,1*,1.00,2,50.00,0,0,1,0,0,
"(Kolkata Knight Riders, Pune Warriors, Rising Pune Supergiants, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
Harpreet Singh,2011-2011,1,1,1,1,1*,-,1,100.00,0,0,0,0,0,
(Pune Warriors),,,,,,,,,,,,,,,
SB Jakati,2011-2016,4,2,2,1,1*,-,2,50.00,0,0,0,0,0,
"(Chennai Super Kings, Gujarat Lions, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
MJ McClenaghan,2015-2019,5,3,1,1,1,0.50,5,20.00,0,0,1,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
BAW Mendis,2010-2010,1,1,1,1,1*,-,1,100.00,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Mohammed Shami,2014-2023,4,1,1,1,1*,-,1,100.00,0,0,0,0,0,
"(Delhi Daredevils, Gujarat Titans, Kings XI Punjab)",,,,,,,,,,,,,,,
Pankaj Singh,2010-2012,2,1,0,1,1,1.00,2,50.00,0,0,0,0,0,
"(Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
P Parameswaran,2011-2012,2,1,1,1,1*,-,1,100.00,0,0,0,0,0,
"(Kochi Tuskers Kerala, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
Shahid Afridi,2008-2008,1,1,0,1,1,1.00,2,50.00,0,0,0,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
