Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,
AG Paunikar,2010-2011,3,3,0,14,9,4.66,24,58.33,0,0,1,3,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
TG Southee,2018-2018,1,1,0,14,14,14.00,17,82.35,0,0,0,2,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
BCJ Cutting,2019-2019,1,1,1,13,13*,-,9,144.44,0,0,0,1,1,
(Mumbai Indians),,,,,,,,,,,,,,,
Harpreet Singh,2011-2011,1,1,0,13,13,13.00,19,68.42,0,0,0,0,0,
(Pune Warriors),,,,,,,,,,,,,,,
GB Hogg,2012-2012,4,2,1,13,13,13.00,11,118.18,0,0,0,1,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
SB Styris,2008-2008,1,1,0,13,13,13.00,11,118.18,0,0,0,0,1,
(Deccan Chargers),,,,,,,,,,,,,,,
PC Valthaty,2012-2012,1,1,0,13,13,13.00,15,86.66,0,0,0,2,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
Washington Sundar,2025-2025,1,1,0,13,13,13.00,8,162.50,0,0,0,0,1,
(Gujarat Titans),,,,,,,,,,,,,,,
LR Shukla,2008-2013,3,3,0,12,8,4.00,19,63.15,0,0,0,0,1,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Harbhajan Singh,2010-2018,5,2,1,11,10*,11.00,8,137.50,0,0,0,0,1,
"(Chennai Super Kings, Mumbai Indians)",,,,,,,,,,,,,,,
MG Johnson,2013-2013,1,1,0,11,11,11.00,9,122.22,0,0,0,2,0,
(Mumbai Indians),,,,,,,,,,,,,,,
NL McCullum,2011-2011,1,1,1,11,11*,-,6,183.33,0,0,0,0,1,
(Pune Warriors),,,,,,,,,,,,,,,
M Ntini,2008-2008,1,1,0,11,11,11.00,12,91.66,0,0,0,2,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
SE Rutherford,2019-2019,1,1,0,11,11,11.00,5,220.00,0,0,0,1,1,
(Delhi Capitals),,,,,,,,,,,,,,,
FY Fazal,2010-2010,2,1,0,10,10,10.00,15,66.66,0,0,0,1,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
Gurkeerat Singh,2013-2013,1,1,0,10,10,10.00,15,66.66,0,0,0,1,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
JE Root,2023-2023,2,1,0,10,10,10.00,15,66.66,0,0,0,1,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
MJ Santner,2019-2019,1,1,1,10,10*,-,3,333.33,0,0,0,0,1,
(Chennai Super Kings),,,,,,,,,,,,,,,
CL White,2008-2008,1,1,0,10,10,10.00,16,62.50,0,0,0,1,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Abishek Porel,2024-2024,1,1,0,9,9,9.00,10,90.00,0,0,0,0,0,
(Delhi Capitals),,,,,,,,,,,,,,,
AD Nath,2018-2019,2,1,0,9,9,9.00,13,69.23,0,0,0,1,0,
"(Kings XI Punjab, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
MG Bracewell,2023-2023,1,1,1,9,9*,-,9,100.00,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
SD Chauhan,2024-2024,1,1,0,9,9,9.00,6,150.00,0,0,0,0,1,
(Royal Challengers Bengaluru),,,,,,,,,,,,,,,
AP Majumdar,2012-2012,1,1,0,9,9,9.00,8,112.50,0,0,0,2,0,
(Pune Warriors),,,,,,,,,,,,,,,
AD Mascarenhas,2008-2008,1,1,0,9,9,9.00,8,112.50,0,0,0,0,1,
(Rajasthan Royals),,,,,,,,,,,,,,,
Y Nagar,2012-2012,1,1,1,9,9*,-,9,100.00,0,0,0,1,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
A Nehra,2008-2012,2,1,1,9,9*,-,8,112.50,0,0,0,1,0,
"(Mumbai Indians, Pune Warriors)",,,,,,,,,,,,,,,
DT Patil,2008-2008,1,1,0,9,9,9.00,12,75.00,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
A Zampa,2023-2023,3,2,0,9,7,4.50,15,60.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
RS Bopara,2010-2010,1,1,0,8,8,8.00,11,72.72,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
P Chopra,2018-2019,2,1,0,8,8,8.00,6,133.33,0,0,0,2,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
DP Conway,2023-2023,1,1,0,8,8,8.00,16,50.00,0,0,0,1,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
M Kartik,2011-2013,3,2,2,8,8*,-,9,88.88,0,0,0,0,0,
"(Pune Warriors, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
DS Kulkarni,2010-2019,12,2,1,8,5*,8.00,6,133.33,0,0,0,1,0,
"(Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
A Kumble,2008-2010,2,1,0,8,8,8.00,8,100.00,0,0,0,1,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
VVS Laxman,2011-2011,1,1,0,8,8,8.00,10,80.00,0,0,0,1,0,
(Kochi Tuskers Kerala),,,,,,,,,,,,,,,
SL Malinga,2010-2019,5,2,0,8,7,4.00,15,53.33,0,0,0,1,0,
(Mumbai Indians),,,,,,,,,,,,,,,
AA Chavan,2012-2013,4,1,1,7,7*,-,6,116.66,0,0,0,1,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
SE Marsh,2012-2012,1,1,0,7,7,7.00,6,116.66,0,0,0,1,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
DA Miller,2023-2025,2,1,1,7,7*,-,8,87.50,0,0,0,0,0,
"(Gujarat Titans, Lucknow Super Giants)",,,,,,,,,,,,,,,
Salman Butt,2008-2008,1,1,0,7,7,7.00,7,100.00,0,0,0,1,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
DB Ravi Teja,2008-2008,1,1,0,6,6,6.00,8,75.00,0,0,0,1,0,
(Deccan Chargers),,,,,,,,,,,,,,,
M Rawat,2008-2013,6,3,3,6,5*,-,5,120.00,0,0,0,1,0,
"(Pune Warriors, Rajasthan Royals)",,,,,,,,,,,,,,,
KV Sharma,2013-2023,3,1,0,6,6,6.00,8,75.00,0,0,0,1,0,
"(Chennai Super Kings, Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
C Green,2024-2024,1,1,1,5,5*,-,6,83.33,0,0,0,0,0,
(Royal Challengers Bengaluru),,,,,,,,,,,,,,,
Mohammed Shami,2013-2023,4,1,0,5,5,5.00,10,50.00,0,0,0,0,0,
"(Delhi Daredevils, Gujarat Titans, Kings XI Punjab, Kolkata Knight Riders)",,,,,,,,,,,,,,,
M Muralidaran,2008-2011,2,2,1,5,5*,5.00,11,45.45,0,0,1,0,0,
"(Chennai Super Kings, Kochi Tuskers Kerala)",,,,,,,,,,,,,,,
NLTC Perera,2011-2013,2,2,0,5,4,2.50,8,62.50,0,0,0,1,0,
"(Kochi Tuskers Kerala, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
S Vidyut,2008-2008,1,1,0,5,5,5.00,10,50.00,0,0,0,1,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
SS Iyer,2018-2019,2,2,1,4,4,4.00,5,80.00,0,0,0,0,0,
"(Delhi Capitals, Delhi Daredevils)",,,,,,,,,,,,,,,
B Kumar,2012-2025,5,2,0,4,3,2.00,9,44.44,0,0,0,0,0,
"(Pune Warriors, Royal Challengers Bengaluru, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
RT Ponting,2013-2013,1,1,0,4,4,4.00,9,44.44,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
S Sohal,2008-2008,1,1,0,4,4,4.00,4,100.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
GH Vihari,2013-2013,1,1,0,4,4,4.00,9,44.44,0,0,0,0,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
MS Wade,2024-2024,1,1,0,4,4,4.00,6,66.66,0,0,0,0,0,
(Gujarat Titans),,,,,,,,,,,,,,,
SB Bangar,2008-2008,1,1,0,3,3,3.00,6,50.00,0,0,0,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
TH David,2024-2025,2,1,0,3,3,3.00,5,60.00,0,0,0,0,0,
"(Mumbai Indians, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
SB Dubey,2024-2025,2,1,1,3,3*,-,3,100.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
CA Ingram,2019-2019,1,1,1,3,3*,-,5,60.00,0,0,0,0,0,
(Delhi Capitals),,,,,,,,,,,,,,,
M Jansen,2023-2023,1,1,1,3,3*,-,2,150.00,0,0,0,0,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
KK Nair,2018-2018,1,1,0,3,3,3.00,5,60.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
R Rampaul,2013-2013,1,1,0,3,3,3.00,4,75.00,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
RP Singh,2008-2013,4,2,0,3,2,1.50,4,75.00,0,0,0,0,0,
"(Deccan Chargers, Kochi Tuskers Kerala, Mumbai Indians, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
Sohail Tanvir,2008-2008,5,1,1,3,3*,-,3,100.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
AJ Turner,2019-2019,3,3,1,3,3*,1.50,9,33.33,0,0,2,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
M Vohra,2013-2013,1,1,0,3,3,3.00,6,50.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
JJ Bumrah,2018-2024,3,1,1,2,2*,-,1,200.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
UBT Chand,2011-2011,1,1,0,2,2,2.00,10,20.00,0,0,0,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
C de Grandhomme,2018-2018,1,1,0,2,2,2.00,3,66.66,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
CM Gautam,2013-2013,1,1,0,2,2,2.00,3,66.66,0,0,0,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
RJ Harris,2013-2013,1,1,1,2,2*,-,3,66.66,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
BB McCullum,2012-2012,1,1,0,2,2,2.00,4,50.00,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
AG Murtaza,2011-2011,1,1,1,2,2*,-,5,40.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
PP Ojha,2008-2013,2,2,2,2,1*,-,3,66.66,0,0,0,0,0,
"(Deccan Chargers, Mumbai Indians)",,,,,,,,,,,,,,,
PA Reddy,2013-2013,1,1,0,2,2,2.00,5,40.00,0,0,0,0,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
Sandeep Sharma,2018-2025,12,2,2,2,2*,-,6,33.33,0,0,0,0,0,
"(Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Umar Gul,2008-2008,1,1,0,2,2,2.00,2,100.00,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
RE van der Merwe,2011-2011,1,1,1,2,2*,-,3,66.66,0,0,0,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
AB Dinda,2008-2011,2,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
"(Delhi Daredevils, Kolkata Knight Riders)",,,,,,,,,,,,,,,
MS Gony,2008-2008,1,1,1,1,1*,-,4,25.00,0,0,0,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
Harmeet Singh,2012-2012,1,1,1,1,1*,-,1,100.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
Iqbal Abdulla,2011-2012,2,1,1,1,1*,-,2,50.00,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Z Khan,2008-2012,4,1,0,1,1,1.00,5,20.00,0,0,0,0,0,
"(Mumbai Indians, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
A Manohar,2023-2024,2,1,0,1,1,1.00,2,50.00,0,0,0,0,0,
(Gujarat Titans),,,,,,,,,,,,,,,
WA Mota,2008-2008,1,1,1,1,1*,-,1,100.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
RR Raje,2008-2008,1,1,1,1,1*,-,2,50.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
Shahid Afridi,2008-2008,1,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
I Sharma,2008-2025,4,2,2,1,1*,-,1,100.00,0,0,0,0,0,
"(Delhi Capitals, Gujarat Titans, Kolkata Knight Riders, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
A Singh,2011-2012,10,1,0,1,1,1.00,2,50.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
S Sreesanth,2008-2013,5,1,1,1,1*,-,2,50.00,0,0,0,0,0,
"(Kings XI Punjab, Rajasthan Royals)",,,,,,,,,,,,,,,
AJ Tye,2018-2018,1,1,1,1,1*,-,1,100.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
JD Unadkat,2013-2019,13,4,2,1,1,0.50,3,33.33,0,0,1,0,0,
"(Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
Yudhvir Singh,2023-2025,2,1,0,1,1,1.00,1,100.00,0,0,0,0,0,
"(Lucknow Super Giants, Rajasthan Royals)",,,,,,,,,,,,,,,
Abdur Razzak,2008-2008,1,1,1,0,0*,-,2,0.00,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
J Arunkumar,2008-2008,1,1,0,0,0,0.00,3,0.00,0,0,1,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
KM Asif,2023-2023,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
P Awana,2013-2013,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
Basil Thampi,2018-2018,1,1,1,0,0*,-,0,-,0,0,0,0,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
RK Bhui,2024-2024,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
(Delhi Capitals),,,,,,,,,,,,,,,
YS Chahal,2018-2024,12,1,1,0,0*,-,4,0.00,0,0,0,0,0,
"(Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
G Coetzee,2024-2024,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
R Dhawan,2013-2013,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
SP Fleming,2008-2008,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
RV Gomez,2011-2011,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Kochi Tuskers Kerala),,,,,,,,,,,,,,,
Joginder Sharma,2008-2008,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
S Kaul,2013-2019,3,1,1,0,0*,-,0,-,0,0,0,0,0,
"(Delhi Daredevils, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
E Lewis,2018-2018,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
MJ McClenaghan,2018-2018,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
VY Mahesh,2008-2012,2,1,1,0,0*,-,1,0.00,0,0,0,0,0,
"(Chennai Super Kings, Delhi Daredevils)",,,,,,,,,,,,,,,
M Markande,2018-2023,3,1,1,0,0*,-,1,0.00,0,0,0,0,0,
"(Mumbai Indians, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Misbah-ul-Haq,2008-2008,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
C Munro,2018-2018,1,1,0,0,0,0.00,0,-,0,0,1,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
Noor Ahmad,2023-2024,2,1,1,0,0*,-,0,-,0,0,0,0,0,
(Gujarat Titans),,,,,,,,,,,,,,,
SM Pollock,2008-2008,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
R Sharma,2011-2013,3,2,0,0,0,0.00,4,0.00,0,0,2,0,0,
(Pune Warriors),,,,,,,,,,,,,,,
SK Trivedi,2008-2013,32,1,1,0,0*,-,0,-,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
UT Yadav,2012-2024,5,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
"(Delhi Daredevils, Gujarat Titans, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
VR Aaron,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
KK Ahmed,2019-2024,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Delhi Capitals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Akash Singh,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
Anand Rajan,2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Deccan Chargers),,,,,,,,,,,,,,,
Ankit Sharma,2012-2018,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Deccan Chargers, Rajasthan Royals)",,,,,,,,,,,,,,,
Anureet Singh,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
KP Appanna,2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
S Aravind,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
KB Arun Karthik,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
M Ashwin,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
Avesh Khan,2023-2025,7,-,-,-,-,-,-,-,-,-,-,-,-,
"(Lucknow Super Giants, Rajasthan Royals)",,,,,,,,,,,,,,,
L Balaji,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
UA Birla,2013-2013,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Pune Warriors),,,,,,,,,,,,,,,
DE Bollinger,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
N Burger,2024-2024,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
DL Chahar,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
RD Chahar,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
A Chandila,2012-2013,8,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
B Chipli,2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Deccan Chargers),,,,,,,,,,,,,,,
SM Curran,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
TK Curran,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
MJ Dagar,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bengaluru),,,,,,,,,,,,,,,
TU Deshpande,2023-2025,3,-,-,-,-,-,-,-,-,-,-,-,-,
"(Chennai Super Kings, Rajasthan Royals)",,,,,,,,,,,,,,,
ND Doshi,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
CRD Fernando,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
JEC Franklin,2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
HF Gurney,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
PW Hasaranga,2025-2025,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
JR Hazlewood,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bengaluru),,,,,,,,,,,,,,,
BW Hilfenhaus,2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
JO Holder,2013-2023,3,-,-,-,-,-,-,-,-,-,-,-,-,
"(Chennai Super Kings, Rajasthan Royals)",,,,,,,,,,,,,,,
Imran Tahir,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
SB Jakati,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
SH Johnson,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Gujarat Titans),,,,,,,,,,,,,,,
Kamran Khan,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
Karim Janat,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Gujarat Titans),,,,,,,,,,,,,,,
K Kartikeya,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
AA Kazi,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Kuldeep Yadav,2018-2024,3,-,-,-,-,-,-,-,-,-,-,-,-,
"(Delhi Capitals, Kolkata Knight Riders)",,,,,,,,,,,,,,,
CK Langeveldt,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
B Laughlin,2018-2018,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
JB Little,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Gujarat Titans),,,,,,,,,,,,,,,
OC McCoy,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
GD McGrath,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
KA Maharaj,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
VS Malik,2013-2013,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
S Midhun,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
T Mishra,2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Deccan Chargers),,,,,,,,,,,,,,,
Mohsin Khan,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Lucknow Super Giants),,,,,,,,,,,,,,,
M Morkel,2011-2013,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
Mujeeb Ur Rahman,2018-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
Mukesh Kumar,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Capitals),,,,,,,,,,,,,,,
Mustafizur Rahman,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
S Nadeem,2011-2018,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
T Natarajan,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
Naveen-ul-Haq,2023-2024,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Lucknow Super Giants),,,,,,,,,,,,,,,
P Negi,2012-2013,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
A Nortje,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Capitals),,,,,,,,,,,,,,,
Pankaj Singh,2008-2012,8,-,-,-,-,-,-,-,-,-,-,-,-,
"(Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
WD Parnell,2013-2023,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Pune Warriors, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
HV Patel,2012-2023,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
MM Patel,2008-2011,7,-,-,-,-,-,-,-,-,-,-,-,-,
"(Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
M Pathirana,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
RM Patidar,2024-2025,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bengaluru),,,,,,,,,,,,,,,
RR Powar,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
R Powell,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
M Prasidh Krishna,2019-2025,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Gujarat Titans, Kolkata Knight Riders)",,,,,,,,,,,,,,,
Prince Yadav,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Lucknow Super Giants),,,,,,,,,,,,,,,
K Rabada,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Capitals),,,,,,,,,,,,,,,
AS Rajpoot,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
DS Rathi,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Lucknow Super Giants),,,,,,,,,,,,,,,
Ravi Bishnoi,2023-2025,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Lucknow Super Giants),,,,,,,,,,,,,,,
AD Russell,2018-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Sachin Baby,2013-2013,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
Shahbaz Ahmed,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
NA Saini,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
R Sai Kishore,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
