Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,
KV Sharma,2014-2024,3,2,0,5,5,2.50,5,100.00,0,0,1,1,0,
"(Royal Challengers Bengaluru, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
PV Tambe,2014-2015,7,2,1,5,3,5.00,11,45.45,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
M Theekshana,2023-2025,2,1,0,5,5,5.00,13,38.46,0,0,0,0,0,
"(Chennai Super Kings, Rajasthan Royals)",,,,,,,,,,,,,,,
Vishnu Vinod,2023-2023,1,1,0,5,5,5.00,7,71.42,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
UT Yadav,2014-2024,6,1,1,5,5*,-,6,83.33,0,0,0,0,0,
"(Gujarat Titans, Kolkata Knight Riders)",,,,,,,,,,,,,,,
Ankit Sharma,2014-2015,2,1,0,4,4,4.00,3,133.33,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
JC Archer,2025-2025,1,1,0,4,4,4.00,4,100.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
Imran Tahir,2014-2014,1,1,0,4,4,4.00,6,66.66,0,0,0,1,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
Kuldeep Yadav,2023-2025,3,2,2,4,4*,-,2,200.00,0,0,0,1,0,
(Delhi Capitals),,,,,,,,,,,,,,,
MM Patel,2010-2010,2,1,1,4,4*,-,3,133.33,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
LRPL Taylor,2014-2014,1,1,0,4,4,4.00,5,80.00,0,0,0,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
A Uniyal,2010-2010,1,1,1,4,4*,-,6,66.66,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
KB Arun Karthik,2010-2010,1,1,1,3,3*,-,5,60.00,0,0,0,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
TU Deshpande,2023-2025,4,1,0,3,3,3.00,3,100.00,0,0,0,0,0,
"(Chennai Super Kings, Rajasthan Royals)",,,,,,,,,,,,,,,
KM Jadhav,2014-2014,1,1,0,3,3,3.00,3,100.00,0,0,0,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
M Jansen,2023-2025,2,1,0,3,3,3.00,6,50.00,0,0,0,0,0,
"(Punjab Kings, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
AD Mascarenhas,2010-2010,1,1,0,3,3,3.00,3,100.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
R Minz,2025-2025,1,1,0,3,3,3.00,6,50.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
CH Morris,2015-2015,4,1,1,3,3*,-,3,100.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
A Nortje,2023-2023,1,1,1,3,3*,-,6,50.00,0,0,0,0,0,
(Delhi Capitals),,,,,,,,,,,,,,,
SN Thakur,2023-2024,2,2,1,3,3*,3.00,5,60.00,0,0,1,0,0,
"(Chennai Super Kings, Kolkata Knight Riders)",,,,,,,,,,,,,,,
S Kaul,2014-2014,1,1,1,2,2*,-,2,100.00,0,0,0,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
S Narwal,2010-2010,2,1,1,2,2*,-,2,100.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
MM Sharma,2015-2025,15,2,1,2,2,2.00,15,13.33,0,0,0,0,0,
"(Chennai Super Kings, Delhi Capitals, Gujarat Titans)",,,,,,,,,,,,,,,
MA Starc,2015-2025,3,1,1,2,2*,-,2,100.00,0,0,0,0,0,
"(Delhi Capitals, Kolkata Knight Riders, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
T Thushara,2010-2010,1,1,1,2,2*,-,3,66.66,0,0,0,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
Y Venugopal Rao,2010-2010,1,1,0,2,2,2.00,5,40.00,0,0,0,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
Arshad Khan,2025-2025,3,2,2,1,1*,-,1,100.00,0,0,0,0,0,
(Gujarat Titans),,,,,,,,,,,,,,,
Arshdeep Singh,2021-2025,3,1,1,1,1*,-,1,100.00,0,0,0,0,0,
(Punjab Kings),,,,,,,,,,,,,,,
JJ Bumrah,2014-2024,2,1,1,1,1*,-,1,100.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
G Coetzee,2024-2024,1,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
SB Dubey,2025-2025,1,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
Fazalhaq Farooqi,2023-2025,2,1,1,1,1*,-,5,20.00,0,0,0,0,0,
"(Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
D Ferreira,2025-2025,1,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
(Delhi Capitals),,,,,,,,,,,,,,,
AC Gilchrist,2010-2010,1,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
S Gopal,2014-2015,2,1,1,1,1*,-,1,100.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
JR Hazlewood,2022-2022,1,1,1,1,1*,-,2,50.00,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
SH Johnson,2024-2024,2,1,1,1,1*,-,1,100.00,0,0,0,0,0,
(Gujarat Titans),,,,,,,,,,,,,,,
Mohammed Shami,2021-2023,13,2,1,1,1*,1.00,3,33.33,0,0,1,0,0,
"(Gujarat Titans, Punjab Kings)",,,,,,,,,,,,,,,
SZ Mulani,2024-2024,1,1,1,1,1*,-,1,100.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
S Nadeem,2014-2014,1,1,0,1,1,1.00,4,25.00,0,0,0,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
Noor Ahmad,2023-2024,12,2,0,1,1,0.50,8,12.50,0,0,1,0,0,
(Gujarat Titans),,,,,,,,,,,,,,,
MK Pandey,2014-2023,2,2,0,1,1,0.50,4,25.00,0,0,1,0,0,
"(Delhi Capitals, Kolkata Knight Riders)",,,,,,,,,,,,,,,
R Ravindra,2024-2024,1,1,0,1,1,1.00,2,50.00,0,0,0,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
KW Richardson,2014-2014,1,1,0,1,1,1.00,2,50.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
R Sai Kishore,2022-2025,7,1,0,1,1,1.00,1,100.00,0,0,0,0,0,
(Gujarat Titans),,,,,,,,,,,,,,,
RP Singh,2010-2010,1,1,1,1,1*,-,4,25.00,0,0,0,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
SW Tait,2010-2010,4,1,1,1,1*,-,1,100.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
SK Warne,2010-2010,4,2,0,1,1,0.50,2,50.00,0,0,1,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
TM Dilshan,2010-2010,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
PW Hasaranga,2022-2022,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
AS Joseph,2023-2023,4,1,1,0,0*,-,0,-,0,0,0,0,0,
(Gujarat Titans),,,,,,,,,,,,,,,
AD Mathews,2010-2010,1,1,0,0,0,0.00,0,-,0,0,1,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
RP Meredith,2021-2023,3,1,1,0,0*,-,2,0.00,0,0,0,0,0,
"(Mumbai Indians, Punjab Kings)",,,,,,,,,,,,,,,
A Mishra,2010-2021,3,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
"(Delhi Capitals, Delhi Daredevils, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Mohammed Siraj,2021-2025,9,1,1,0,0*,-,1,0.00,0,0,0,0,0,
"(Gujarat Titans, Royal Challengers Bangalore, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
V Nigam,2025-2025,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Delhi Capitals),,,,,,,,,,,,,,,
PP Ojha,2010-2014,2,1,1,0,0*,-,0,-,0,0,0,0,0,
"(Deccan Chargers, Mumbai Indians)",,,,,,,,,,,,,,,
KH Pandya,2023-2023,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Lucknow Super Giants),,,,,,,,,,,,,,,
M Prasidh Krishna,2021-2025,8,1,1,0,0*,-,0,-,0,0,0,0,0,
"(Gujarat Titans, Kolkata Knight Riders, Rajasthan Royals)",,,,,,,,,,,,,,,
PD Salt,2023-2023,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Delhi Capitals),,,,,,,,,,,,,,,
J Suchith,2015-2015,1,1,1,0,0*,-,1,0.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
RN ten Doeschate,2014-2014,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
S Ladda,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
KK Ahmed,2023-2024,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Capitals),,,,,,,,,,,,,,,
Anureet Singh,2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
VG Arora,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Avesh Khan,2021-2024,5,-,-,-,-,-,-,-,-,-,-,-,-,
"(Delhi Capitals, Lucknow Super Giants, Rajasthan Royals)",,,,,,,,,,,,,,,
SE Bond,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
YS Chahal,2015-2025,8,-,-,-,-,-,-,-,-,-,-,-,-,
"(Punjab Kings, Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
DL Chahar,2023-2025,3,-,-,-,-,-,-,-,-,-,-,-,-,
"(Chennai Super Kings, Mumbai Indians)",,,,,,,,,,,,,,,
AB Dinda,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
LH Ferguson,2022-2024,3,-,-,-,-,-,-,-,-,-,-,-,-,
"(Gujarat Titans, Kolkata Knight Riders, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
RS Hangargekar,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
Harbhajan Singh,2014-2014,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
Harshit Rana,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Iqbal Abdulla,2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
SB Jakati,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
Joginder Sharma,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
M Kartik,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Kartik Tyagi,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Gujarat Titans),,,,,,,,,,,,,,,
SN Khan,2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
K Khejroliya,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Gujarat Titans),,,,,,,,,,,,,,,
JB Little,2023-2023,6,-,-,-,-,-,-,-,-,-,-,-,-,
(Gujarat Titans),,,,,,,,,,,,,,,
MF Maharoof,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
SL Malinga,2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
Mandeep Singh,2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
A Madhwal,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
Mohsin Khan,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Lucknow Super Giants),,,,,,,,,,,,,,,
Mujeeb Ur Rahman,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
Mukesh Kumar,2024-2025,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Capitals),,,,,,,,,,,,,,,
M Muralidaran,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
DG Nalkande,2024-2024,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Gujarat Titans),,,,,,,,,,,,,,,
DP Nannes,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
T Natarajan,2023-2024,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
A Nehra,2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
IC Pandey,2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
M Pathirana,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
PVSN Raju,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
Ramandeep Singh,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
S Sandeep Warrier,2024-2024,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Gujarat Titans),,,,,,,,,,,,,,,
PJ Sangwan,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
K Santokie,2014-2014,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
I Sharma,2010-2025,8,-,-,-,-,-,-,-,-,-,-,-,-,
"(Delhi Capitals, Gujarat Titans, Kolkata Knight Riders)",,,,,,,,,,,,,,,
Shivam Mavi,2021-2021,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Shivam Sharma,2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
Simarjeet Singh,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
TG Southee,2014-2015,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
Suryansh Shedge,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Punjab Kings),,,,,,,,,,,,,,,
P Suyal,2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
Suyash Sharma,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
AP Tare,2014-2014,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
Yash Thakur,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Lucknow Super Giants),,,,,,,,,,,,,,,
SK Trivedi,2010-2010,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
JD Unadkat,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
CV Varun,2021-2024,4,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
R Vinay Kumar,2014-2015,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Kolkata Knight Riders, Mumbai Indians)",,,,,,,,,,,,,,,
V Vyshak,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Punjab Kings),,,,,,,,,,,,,,,
D Wiese,2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
L Wood,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
Lalit Yadav,2021-2021,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Capitals),,,,,,,,,,,,,,,
Yash Dayal,2022-2024,6,-,-,-,-,-,-,-,-,-,-,-,-,
"(Gujarat Titans, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
A Zampa,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
